ID,Joke
2348,"i was running down a street and saw a bloke, i shouted ""run quick, some lions have escaped from the zoo.""he said ""which way are they heading?"" i replied ""well, i'm not chasing the fuckers."""
2349,"when the inventor of the usb stick dies they'll gently lower the coffin, then pull it back up, turn it the other way, then lower it again."
2350,don't be ashamed of who you are. that's your parents job.
2352,"i used that classic liam neeson line from ""taken"" today.. ""i will find you, and i will kill you."" my niece didn't want to play hide and seek anymore."
2353,"i'm not a marketing expert. but if i was selling milk, the cartons would be tit shaped."
2354,"i met this girl in a club last night, i think she's a body builder. she just so happened to build hers using chips."
2355,"actor orlando bloom threw a punch at justin bieber last night during an argument at a night club in spain. orlando's hand was pretty sore today, you know, from all the high-fives he got."
2356,"look i see that you love me and would kill for me, but this guy over here barely notices me and has a gf. i'll play the odds. -woman logic"
2357,"i love summer. two weeks of doing absolutely f*ck all. and, once my boss gets back, i get to go on holiday as well."
2358,woke up screaming this morning. my apologies to everyone in the meeting.
2359,"i'm not saying it's a bad idea to bring an ebola patient to atlanta, i'm saying everyone should leave atlanta because i've seen this movie...."
2360,"""everything you say can and will be used against you"" should be included in marriage vows."
2361,"i was at the pub the other day when the landlord walked up to me, handed me a phone and said, ""it's for you, sir"" ""thanks mate,"" i said, took it and walked away. what a generous lad."
2362,"a company in india is releasing the first-ever ""smart shoe"" that connects with google maps to track your footsteps. ""merry christmas,"" said your wife."
2363,i was surprised to read that an african doctor treating ebola patients had died from the disease. surely he could have stayed a safe distance from the patient while he danced and waved his magic bone.
2364,whenever i get a friend request facebook should allow me free access to their wall and pics regardless of privacy settings so i can see who i'm dealing with cuz some of you f*ckers are so creepy your profile pic might as well be a white panel van.
2365,saw a mime doing his gig. i reached into my purse and pretended to throw money in his hat.
2366,"i'm so thankful my childhood was filled with imagination and bruises from playing outside, instead of apps and how many likes you get on a picture."
2367,taking my wife to a wife swapping party tonight... hoping to get a ps4 in return.
2368,"ladies, they're called ""skinny jeans."" not ""makes you skinny jeans."""
2369,like if you believe in god. remember he saw you reading this.
2370,"i still remember when everyone wanted their phone to be smaller. now that we can watch porn on them, everyone wants them bigger."
2371,"i would go for a jog today, but it looks like all of these cupcakes expire today as well."
2372,"someone once told me, ""go for broke"" !! i'm happy to report that i succeeded..."
2373,the worst part of quitting drinking is how few excuses you have for your behaviour
2374,in order to get my teenagers attention i shut off the wifi router and wait for them in the room it's in.
2375,raising ones leg and releasing a loud fart is a proper response for any man who doesn't like his wife's tone of voice.
2376,"i love bacon because i can wrap it around everything. essentially, it's the duct tape of food."
2377,if your dog is fat it means that you don't get enough exercise.
2378,"your outfit says you work in an office, but your shoes say it might have a pole in it"
2379,i am proud to say that i have completed the 1st item on my bucket list... i got the bucket
2380,"dear social media, thanks for showing me that i can like people. so long as i don't have to see, touch, or smell them."
2381,"i was rejected at this job interview that i had. apparently, ""gang rape"" is not a suitable example to prove that you are good at working in teams."
2382,you know you're an ugly c*nt when it comes to a group picture and they hand you the camera.
2383,"the best thing about being single is sleeping around. you can sleep all over that lonely bed of yours. left, right, middle, whatever."
2384,dear life...would you at least start using lubricant....
2385,"i'm going to carry on drinking, smoking, and having unprotected sex. recent figures show that you are more likely to die in a plane crash."
2386,malaysia airlines passengers have recently been asked about their flight experience; 5% said they were satisfied. 10% said they were extremely satisfied and 85% said they were blown away.
2387,itis sad when a girl breaks up and changes back to her ii need attentioni facebook picture.
